SampleId,SampleName,OnyxDesignDnaId,DesignId,DesignCount,DesignFractionalAbundance,DesignRepresentation,Log10DesignRepresentation,DesignCategory,DesignFractionalAbundanceMappedDesigns,DesignRepresentationMappedDesigns,Log10DesignRepresentationMappedDesigns,ForwardReadCount,ReverseReadCount,DesignCollides,AmpliconType,ContainerNumber,EstimatedAmpliconSize,InscriptaChemistrySOPVersion,StrainFunction,Var1,Var2,Var3,Var4
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,278305,60,7.339916422818332e-05,0.7341384406102895,-0.13422203501062688,edit,7.388389146456343e-05,0.7388389146456343,-0.13145023833901878,0,60,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,278345,32,3.914622092169777e-05,0.39154050165882115,-0.40722330707436444,edit,3.940474211443383e-05,0.39404742114433833,-0.40445151040275645,0,32,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,278373,29,3.5476262710288606e-05,0.35483357962830664,-0.44997528749531435,edit,3.571054754120566e-05,0.3571054754120566,-0.44720349082370636,0,29,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,278427,23,2.8136346287470273e-05,0.2814197355672777,-0.5506454493766776,edit,2.8322158394749317e-05,0.2832215839474932,-0.5478736527050695,0,23,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,278497,226,0.0002764701852594905,2.7652547929654236,0.4417351537531304,edit,0.00027829599118318893,2.782959911831889,0.4445069504247384,0,226,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,278505,88,0.00010765210753466888,1.0767363795617582,0.03210938675589819,edit,0.00010836304081469305,1.0836304081469306,0.03488118342750628,0,88,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,278716,19,2.3243068672258053e-05,0.23247717285992506,-0.6336196844414415,edit,2.3396565630445088e-05,0.23396565630445088,-0.6308478877698335,0,19,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,278797,120,0.00014679832845636664,1.468276881220579,0.16680796065335432,edit,0.00014776778292912687,1.4776778292912687,0.1695797573249624,0,120,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,278815,126,0.00015413824487918497,1.541690725281608,0.1879972597232924,edit,0.0001551561720755832,1.551561720755832,0.19076905639490047,0,126,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,278929,47,5.74960119787436e-05,0.5750751118113935,-0.24027542745855304,edit,5.7875714980574695e-05,0.578757149805747,-0.2375036307869449,0,47,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,279053,74,9.052563588142609e-05,0.9054374100860237,-0.04314156566329432,edit,9.112346613962824e-05,0.9112346613962824,-0.04036976899168621,0,74,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,279098,24,2.935966569127333e-05,0.29365537624411586,-0.5321620436826644,edit,2.9553556585825375e-05,0.29553556585825375,-0.5293902470110564,0,24,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,279194,271,0.00033151955843062803,3.3158586234231415,0.5205960054801353,edit,0.00033370890978161153,3.3370890978161154,0.5233678021517434,0,271,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,279469,80,9.786555230424442e-05,0.9788512541470528,-0.009283298402326902,edit,9.851185528608458e-05,0.9851185528608458,-0.006511501730718827,0,80,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,279488,206,0.0002520037971834294,2.520541979428661,0.40149393497488295,edit,0.0002536680273616678,2.5366802736166782,0.40426573164649104,0,206,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,279605,62,7.584580303578944e-05,0.7586097219639659,-0.1199815958960166,edit,7.634668784671556e-05,0.7634668784671556,-0.11720979922440852,0,62,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,279806,263,0.00032173300320020355,3.217973498008436,0.5075824630954874,edit,0.0003238577242530031,3.238577242530031,0.5103542597670955,0,263,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,279850,45,5.504937317113749e-05,0.5506038304577172,-0.25916077161892676,edit,5.541291859842258e-05,0.5541291859842258,-0.2563889749473187,0,45,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,279881,30,3.669958211409166e-05,0.36706922030514477,-0.43525203067460805,edit,3.694194573228172e-05,0.36941945732281717,-0.43248023400299995,0,30,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,280160,45,5.504937317113749e-05,0.5506038304577172,-0.25916077161892676,edit,5.541291859842258e-05,0.5541291859842258,-0.2563889749473187,0,45,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,280203,160,0.00019573110460848885,1.9577025082941055,0.2917466972616543,edit,0.00019702371057216917,1.9702371057216916,0.2945184939332624,0,160,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,280213,76,9.297227468903221e-05,0.9299086914397002,-0.03155969311347908,edit,9.358626252178035e-05,0.9358626252178035,-0.028787896441871075,0,76,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,280357,118,0.00014435168964876054,1.443805599866903,0.15950872191185494,edit,0.00014530498654697477,1.4530498654697477,0.162280518583463,0,118,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,280488,267,0.0003266262808154158,3.2669160607157886,0.5141379759703048,edit,0.0003287833170173073,3.287833170173073,0.5169097726419128,0,267,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,280576,19,2.3243068672258053e-05,0.23247717285992506,-0.6336196844414415,edit,2.3396565630445088e-05,0.23396565630445088,-0.6308478877698335,0,19,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,280811,149,0.00018227459116665524,1.8231104608488857,0.26081298301800354,edit,0.00018347833047033254,1.8347833047033255,0.26358477968961164,0,149,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,280905,74,9.052563588142609e-05,0.9054374100860237,-0.04314156566329432,edit,9.112346613962824e-05,0.9112346613962824,-0.04036976899168621,0,74,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,280911,76,9.297227468903221e-05,0.9299086914397002,-0.03155969311347908,edit,9.358626252178035e-05,0.9358626252178035,-0.028787896441871075,0,76,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,280912,18,2.2019749268454996e-05,0.22024153218308687,-0.6571007802909644,edit,2.2165167439369033e-05,0.22165167439369032,-0.6543289836193563,0,18,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,280983,58,7.095252542057721e-05,0.7096671592566133,-0.14894529183133318,edit,7.142109508241132e-05,0.7142109508241132,-0.14617349515972514,0,58,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,280993,220,0.0002691302688366722,2.691840948904395,0.43004939542793574,edit,0.0002709076020367326,2.709076020367326,0.43282119209954384,0,220,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,281003,42,5.1379414959728326e-05,0.5138969084272027,-0.28912399499637004,edit,5.171872402519441e-05,0.5171872402519441,-0.28635219832476194,0,42,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,281206,28,3.425294330648555e-05,0.3425979389514685,-0.4652152540520512,edit,3.447914935012961e-05,0.34479149350129606,-0.4624434573804431,0,28,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,281588,78,9.541891349663832e-05,0.9543799727933765,-0.02027868270379006,edit,9.604905890393247e-05,0.9604905890393247,-0.017506886032181992,0,78,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,281590,263,0.00032173300320020355,3.217973498008436,0.5075824630954874,edit,0.0003238577242530031,3.238577242530031,0.5103542597670955,0,263,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,281678,74,9.052563588142609e-05,0.9054374100860237,-0.04314156566329432,edit,9.112346613962824e-05,0.9112346613962824,-0.04036976899168621,0,74,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,281847,5,6.1165970190152766e-06,0.0611782033841908,-1.2134032810582518,edit,6.1569909553802864e-06,0.061569909553802864,-1.2106314843866437,0,5,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,281849,184,0.00022509077029976218,2.2513578845382214,0.352444537615266,edit,0.00022657726715799453,2.2657726715799456,0.3552163342868741,0,184,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,281956,298,0.0003645491823333105,3.6462209216977715,0.5618429786819847,edit,0.0003669566609406651,3.669566609406651,0.5646147753535928,0,298,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,281965,49,5.994265078634971e-05,0.5995463931650699,-0.22217720536575677,edit,6.033851136272681e-05,0.6033851136272681,-0.2194054086941487,0,49,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,281992,58,7.095252542057721e-05,0.7096671592566133,-0.14894529183133318,edit,7.142109508241132e-05,0.7142109508241132,-0.14617349515972514,0,58,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,282337,30,3.669958211409166e-05,0.36706922030514477,-0.43525203067460805,edit,3.694194573228172e-05,0.36941945732281717,-0.43248023400299995,0,30,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,282415,20,2.4466388076061106e-05,0.2447128135367632,-0.6113432897302893,edit,2.4627963821521146e-05,0.24627963821521145,-0.6085714930586812,0,20,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,282663,45,5.504937317113749e-05,0.5506038304577172,-0.25916077161892676,edit,5.541291859842258e-05,0.5541291859842258,-0.2563889749473187,0,45,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,283222,47,5.74960119787436e-05,0.5750751118113935,-0.24027542745855304,edit,5.7875714980574695e-05,0.578757149805747,-0.2375036307869449,0,47,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,283265,20,2.4466388076061106e-05,0.2447128135367632,-0.6113432897302893,edit,2.4627963821521146e-05,0.24627963821521145,-0.6085714930586812,0,20,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,272385,75,9.174895528522915e-05,0.917673050762862,-0.03731202200257043,edit,9.23548643307043e-05,0.923548643307043,-0.03454022533096234,0,75,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,272401,69,8.440903886241082e-05,0.844259206701833,-0.0735241946570152,edit,8.496647518424796e-05,0.8496647518424796,-0.07075239798540706,0,69,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,272452,37,4.5262817940713046e-05,0.45271870504301187,-0.3441715613272755,edit,4.556173306981412e-05,0.4556173306981412,-0.3413997646556674,0,37,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,272710,77,9.419559409283526e-05,0.9421443321165383,-0.025882560221788628,edit,9.481766071285641e-05,0.9481766071285641,-0.023110763550180536,0,77,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,272785,66,8.073908065100165e-05,0.8075522846713186,-0.0928293498524018,edit,8.127228061101978e-05,0.8127228061101978,-0.09005755318079377,0,66,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,272822,2,2.446638807606111e-06,0.024471281353676322,-1.6113432897302893,edit,2.4627963821521146e-06,0.024627963821521145,-1.6085714930586812,0,2,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,272874,49,5.994265078634971e-05,0.5995463931650699,-0.22217720536575677,edit,6.033851136272681e-05,0.6033851136272681,-0.2194054086941487,0,49,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,272896,32,3.914622092169777e-05,0.39154050165882115,-0.40722330707436444,edit,3.940474211443383e-05,0.39404742114433833,-0.40445151040275645,0,32,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,272897,286,0.0003498693494876738,3.4993932335757134,0.5439927477347725,edit,0.0003521798826477524,3.521798826477524,0.5467645444063807,0,286,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,273078,102,0.00012477857918791164,1.2480353490374922,0.09622688636764706,edit,0.00012560261548975784,1.2560261548975784,0.09899868303925514,0,102,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,273119,20,2.4466388076061106e-05,0.2447128135367632,-0.6113432897302893,edit,2.4627963821521146e-05,0.24627963821521145,-0.6085714930586812,0,20,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,273146,56,6.85058866129711e-05,0.685195877902937,-0.16418525838807002,edit,6.895829870025921e-05,0.6895829870025921,-0.16141346171646195,0,56,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,273178,22,2.691302688366722e-05,0.26918409489043954,-0.5699506045720641,edit,2.7090760203673262e-05,0.27090760203673264,-0.567178807900456,0,22,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,273180,72,8.807899707381999e-05,0.8809661287323475,-0.05504078896300203,edit,8.866066975747613e-05,0.8866066975747613,-0.05226899229139393,0,72,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,273268,35,4.281617913310694e-05,0.4282474236893356,-0.3683052410439948,edit,4.3098936687662004e-05,0.43098936687662004,-0.3655334443723868,0,35,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,273366,51,6.238928959395582e-05,0.6240176745187461,-0.20480310929633413,edit,6.280130774487892e-05,0.6280130774487892,-0.20203131262472604,0,51,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,273398,37,4.5262817940713046e-05,0.45271870504301187,-0.3441715613272755,edit,4.556173306981412e-05,0.4556173306981412,-0.3413997646556674,0,37,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,273475,40,4.893277615212221e-05,0.4894256270735264,-0.3103132940663081,edit,4.925592764304229e-05,0.4925592764304229,-0.30754149739470005,0,40,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,273897,152,0.00018594454937806442,1.8598173828794005,0.2694703025505021,edit,0.0001871725250435607,1.871725250435607,0.2722420992221101,0,152,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,273985,8,9.786555230424443e-06,0.09788512541470529,-1.0092832984023268,edit,9.851185528608458e-06,0.09851185528608458,-1.006511501730719,0,8,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,274005,39,4.770945674831916e-05,0.47718998639668825,-0.32130867836777127,edit,4.802452945196624e-05,0.48024529451966236,-0.3185368816961632,0,39,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,274107,0,0.0,0.0,-inf,edit,0.0,0.0,-inf,0,0,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,274133,45,5.504937317113749e-05,0.5506038304577172,-0.25916077161892676,edit,5.541291859842258e-05,0.5541291859842258,-0.2563889749473187,0,45,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,274386,92,0.00011254538514988109,1.1256789422691107,0.05141454195128479,edit,0.00011328863357899727,1.1328863357899728,0.05418633862289289,0,92,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,274642,114,0.0001394584120335483,1.39486303715955,0.14453156594220207,edit,0.00014037939378267053,1.4037939378267053,0.14730336261381016,0,114,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,274674,21,2.5689707479864163e-05,0.25694845421360135,-0.5901539906603512,edit,2.5859362012597204e-05,0.25859362012597203,-0.5873821939887431,0,21,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,274886,157,0.0001920611463970797,1.9209955862635912,0.2835263670149633,edit,0.000193329515998941,1.9332951599894102,0.28629816368657135,0,157,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,275203,36,4.403949853690999e-05,0.44048306436617374,-0.3560707846269832,edit,4.4330334878738066e-05,0.44330334878738065,-0.3532989879553751,0,36,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,275215,85,0.00010398214932325971,1.0400294575312437,0.017045640320022284,edit,0.00010466884624146488,1.0466884624146489,0.019817436991630393,0,85,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,275324,12,1.4679832845636665e-05,0.14682768812205793,-0.8331920393466457,edit,1.4776778292912687e-05,0.14776778292912687,-0.8304202426750376,0,12,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,275357,8,9.786555230424443e-06,0.09788512541470529,-1.0092832984023268,edit,9.851185528608458e-06,0.09851185528608458,-1.006511501730719,0,8,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,275671,44,5.382605376733444e-05,0.5383681897808791,-0.268920608908083,edit,5.4181520407346524e-05,0.5418152040734653,-0.2661488122364749,0,44,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,275680,50,6.116597019015277e-05,0.611782033841908,-0.21340328105825165,edit,6.156990955380286e-05,0.6156990955380286,-0.21063148438664364,0,50,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,275962,101,0.0001235552597841086,1.2357997083606542,0.09194808838837212,edit,0.00012437121729868178,1.243712172986818,0.09471988505998019,0,101,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,276016,61,7.462248363198638e-05,0.7463740812871278,-0.12704345038350343,edit,7.51152896556395e-05,0.7511528965563949,-0.12427165371189537,0,61,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,276100,88,0.00010765210753466888,1.0767363795617582,0.03210938675589819,edit,0.00010836304081469305,1.0836304081469306,0.03488118342750628,0,88,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,276258,31,3.792290151789472e-05,0.37930486098198296,-0.4210115915599978,edit,3.817334392335778e-05,0.3817334392335778,-0.4182397948883897,0,31,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,276273,51,6.238928959395582e-05,0.6240176745187461,-0.20480310929633413,edit,6.280130774487892e-05,0.6280130774487892,-0.20203131262472604,0,51,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,276281,49,5.994265078634971e-05,0.5995463931650699,-0.22217720536575677,edit,6.033851136272681e-05,0.6033851136272681,-0.2194054086941487,0,49,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,276388,11,1.345651344183361e-05,0.13459204744521977,-0.8709806002360454,edit,1.3545380101836631e-05,0.13545380101836632,-0.8682088035644373,0,11,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,276454,71,8.685567767001693e-05,0.8687304880555092,-0.06111493667519525,edit,8.742927156640007e-05,0.8742927156640007,-0.05834314000358711,0,71,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,276513,169,0.00020674097924271636,2.067823274385649,0.31551341921940307,edit,0.0002081062942918537,2.0810629429185368,0.3182852158910111,0,169,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
GE00000994-AMD_G01,GE00000994-AMD_G01,SPB00001,276590,15,1.834979105704583e-05,0.18353461015257239,-0.7362820263385893,edit,1.847097286614086e-05,0.18470972866140858,-0.7335102296669812,0,15,0,Plasmid,GE00000994-AMD,490.0,v0.5.0,Edit,PPV538,ODD179,#NA,#NA
