SampleId,SampleName,OnyxDesignDnaId,NumberOfDesigns,NumberOfMappedDesigns,NumberOfNonMappedDesigns,TotalReadCount,MappedReadCount,FracMapped,AverageDesignReadCount,LibraryCv,LibraryCvMappedDesigns,NumDesignsCovered,NumDesignsCoveredMappedDesigns,LibraryCoverage,LibraryCoverageMappedDesigns,NumDesignsObserved,NumDesignsObservedMappedDesigns,LibraryObserved,LibraryObservedMappedDesigns,FracPerfectBarcode,SelectorsScore,SelectorsScoreMappedDesigns,SelectorsScoreEditFrac,SelectorsScoreNumCells,ScreenersScore,ScreenersScoreMappedDesigns,ScreenersScoreEditFrac,ScreenersScoreMax,Match0ReadCount,Match1ReadCount,Match2ReadCount,Match3ReadCount,Match4ReadCount,Match5ReadCount,MatchOtherReadCount,Var1,Var2,Var3,Var4,Var5
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,10002,10000,2,3423347,3410627,0.9962843381053688,340.99450109978005,0.9376425657070155,0.8269176841121111,9659,9670,0.9657068586282743,0.967,9993,9991,0.9991001799640072,0.9991,0.9330014686449148,0.9884517799141996,0.9885218565408131,0.3,1000000,0.23835655895647337,0.23933330746214407,0.3,0.2591817793182821,3182120,187344,19534,9927,8001,3680,21,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
