SampleId,SampleName,OnyxDesignDnaId,DesignId,DesignCount,DesignFractionalAbundance,DesignRepresentation,Log10DesignRepresentation,DesignCategory,DesignFractionalAbundanceMappedDesigns,DesignRepresentationMappedDesigns,Log10DesignRepresentationMappedDesigns,ForwardReadCount,ReverseReadCount,DesignCollides,Var1,Var2,Var3,Var4,Var5
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276763,529,0.0001551034457887069,1.5513446647786462,0.19070829644819423,edit,0.00015605714110397594,1.5605714110397595,0.1932836465745163,0,529,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276835,1616,0.0004738131727685261,4.739079354030798,0.6756939808515758,edit,0.00047672654068813827,4.767265406881383,0.678269330977898,0,1616,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276984,562,0.00016477908607420277,1.648120418914176,0.21698893998206956,edit,0.00016579227467000847,1.6579227467000848,0.21956429010839162,0,562,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,277056,86,2.521530498644384e-05,0.25220348047441127,-0.5982489243434238,edit,2.5370348081175675e-05,0.25370348081175675,-0.5956735742171018,0,86,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,277125,411,0.00012050570173753975,1.2052980287788726,0.08109444628907772,edit,0.00012124666350422328,1.2124666350422328,0.08366979641539976,0,411,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,277355,383,0.00011229606755590687,1.1231852676941805,0.05045139838163122,edit,0.00011298655017546841,1.1298655017546841,0.053026748507953296,0,383,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,277748,459,0.0001345793603346247,1.3460627620669163,0.12906530995026982,edit,0.00013540685778208876,1.3540685778208876,0.13164066007659175,0,459,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,278029,153,4.485978677820823e-05,0.4486875873556387,-0.3480559447693927,edit,4.513561926069626e-05,0.4513561926069626,-0.3454805946430707,0,153,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,278101,155,4.544618921975344e-05,0.45455278457597387,-0.3424156774167,edit,4.572562735560732e-05,0.4572562735560732,-0.339840327290378,0,155,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,278194,87,2.5508506207216444e-05,0.25513607908457886,-0.5932281229683729,edit,2.5665352128631205e-05,0.256653521286312,-0.590652772842051,0,87,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,278291,619,0.00018149155565824114,1.8152785396937279,0.2589432734331265,edit,0.00018260750537497374,1.8260750537497374,0.2615186235594485,0,619,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,278309,213,6.24518600245644e-05,0.6246435039656931,-0.20436777214825375,edit,6.283586210802812e-05,0.6283586210802812,-0.2017924220219318,0,213,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,278490,301,8.825356745255345e-05,0.8827121816604396,-0.054180879993148086,edit,8.879621828411486e-05,0.8879621828411486,-0.051605529866826115,0,301,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,278620,138,4.046176846661919e-05,0.4046986082031251,-0.392868289185755,edit,4.071055854886329e-05,0.4071055854886329,-0.39029293905943296,0,138,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,278958,475,0.00013927057986698634,1.3929843398295974,0.1439462340378751,edit,0.00014012692254137727,1.4012692254137726,0.14652158416419708,0,475,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,279011,506,0.00014835981771093703,1.4838948967447922,0.17140314125280767,edit,0.00014927204801249872,1.4927204801249871,0.17397849137912957,0,506,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,279081,213,6.24518600245644e-05,0.6246435039656931,-0.20436777214825375,edit,6.283586210802812e-05,0.6283586210802812,-0.2017924220219318,0,213,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,279235,431,0.0001263697261529918,1.263950000982224,0.1017298945737401,edit,0.0001271467444533339,1.271467444533339,0.10430524470006211,0,431,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,279311,482,0.00014132298841239456,1.4135125301007705,0.15029966265185815,edit,0.00014219195087356598,1.4219195087356598,0.15287501277818008,0,482,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,279362,614,0.00018002554955437813,1.8006155466428901,0.25542099555417624,edit,0.0001811324851376961,1.811324851376961,0.2579963456804983,0,614,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,279482,256,7.505951251778632e-05,0.7507452442028988,-0.1245074102751419,edit,7.552103614861596e-05,0.7552103614861596,-0.1219320601488199,0,256,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,279523,271,7.945753082937536e-05,0.7947342233554124,-0.0997780847125857,edit,7.994609686044893e-05,0.7994609686044892,-0.09720273458626376,0,271,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,279573,181,5.3069420959841105e-05,0.5308003484403307,-0.275068800717807,edit,5.3395732589451124e-05,0.5339573258945113,-0.27249345059148494,0,181,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,279719,150,4.398018311589042e-05,0.43988979152513596,-0.35665611653131024,edit,4.425060711832966e-05,0.4425060711832966,-0.35408076640498826,0,150,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,279856,141,4.1341372128936995e-05,0.4134964040336278,-0.3835282629316116,edit,4.1595570691229886e-05,0.4159557069122989,-0.38095291280528953,0,141,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,280030,410,0.00012021250051676715,1.202365430168705,0.08003648113274399,edit,0.00012095165945676775,1.2095165945676774,0.08261183125906597,0,410,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,280276,419,0.00012285131150372057,1.228758817660213,0.0894666473793038,edit,0.00012360669588386752,1.2360669588386752,0.09204199750562582,0,419,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,280451,112,3.283853672653151e-05,0.3284510443387682,-0.4835293529168099,edit,3.304045331501948e-05,0.3304045331501948,-0.4809540027904879,0,112,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,280654,148,4.339378067434521e-05,0.43402459430480084,-0.3624856601920341,edit,4.36605990234186e-05,0.436605990234186,-0.3599103100657121,0,148,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,280745,48,1.4073658597084935e-05,0.1407647332880435,-0.8515061382114043,edit,1.4160194277865493e-05,0.14160194277865493,-0.8489307880850823,0,48,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,280777,28,8.209634181632878e-06,0.08211276108469205,-1.0855893442447724,edit,8.26011332875487e-06,0.0826011332875487,-1.0830139941184502,0,28,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,280842,560,0.00016419268363265758,1.642255221693841,0.21544065141920896,edit,0.0001652022665750974,1.652022665750974,0.2180160015455309,0,560,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,280886,398,0.00011669408586749591,1.1671742468466941,0.06713569648669634,edit,0.00011741161088730137,1.1741161088730137,0.06971104661301834,0,398,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,280895,210,6.157225636224659e-05,0.6158457081351904,-0.21052808085307223,edit,6.195084996566154e-05,0.6195084996566154,-0.20795273072675013,0,210,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,280996,300,8.796036623178084e-05,0.8797795830502719,-0.05562612086732907,edit,8.850121423665932e-05,0.8850121423665932,-0.053050770741007065,0,300,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,281081,477,0.00013985698230853155,1.3988495370499325,0.14577100345312247,edit,0.00014071693063628834,1.4071693063628834,0.14834635357944448,0,477,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,281244,203,5.951984781683837e-05,0.5953175178640174,-0.2252513376737785,edit,5.988582163347281e-05,0.5988582163347281,-0.22267598754745654,0,203,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,281355,72,2.1110487895627402e-05,0.21114709993206526,-0.6754148791557231,edit,2.1240291416798238e-05,0.21240291416798238,-0.672839529029401,0,72,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,281399,32,9.38243906472329e-06,0.09384315552536235,-1.0275973972670855,edit,9.440129518576995e-06,0.09440129518576995,-1.0250220471407634,0,32,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,281441,940,0.00027560914752624665,2.7566426935575192,0.44038047801270724,edit,0.0002773038046081992,2.773038046081992,0.4429558281390292,0,940,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,281741,57,1.671246958403836e-05,0.16715812077955167,-0.7768725199145001,edit,1.681523070496527e-05,0.1681523070496527,-0.7742971697881782,0,57,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,281839,207,6.069265269992878e-05,0.6070479123046877,-0.2167770301300737,edit,6.106583782329494e-05,0.6106583782329494,-0.21420168000375167,0,207,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,282002,94,2.7560914752624665e-05,0.2756642693557519,-0.5596195219872928,edit,2.7730380460819923e-05,0.27730380460819926,-0.5570441718609708,0,94,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,282054,296,8.678756134869043e-05,0.8680491886096017,-0.0614556645280529,edit,8.73211980468372e-05,0.873211980468372,-0.058880314401730895,0,296,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,282361,339,9.939521384191235e-05,0.9941509288468073,-0.002547677383909321,edit,0.00010000637208742504,1.0000637208742504,2.7672742412710127e-05,0,339,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,282374,1031,0.0003022904586165535,3.0235091670827683,0.4805112896965251,edit,0.0003041491729266526,3.0414917292665256,0.48308663982284705,0,1031,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,282462,122,3.5770548934257544e-05,0.35777703044044395,-0.4463875449122432,edit,3.5990493789574794e-05,0.35990493789574796,-0.4438121947859212,0,122,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,282496,364,0.00010672524436122743,1.0674658941009967,0.028354008062064513,edit,0.00010738147327381332,1.0738147327381333,0.030929358188386585,0,364,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,282649,624,0.00018295756176210415,1.8299415327445656,0.26243721409543247,edit,0.0001840825256122514,1.840825256122514,0.2650125642217545,0,624,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,282756,453,0.00013282015300998908,1.3284671704059108,0.12335082642584042,edit,0.00013363683349735557,1.3363683349735558,0.12592617655216237,0,453,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,282766,458,0.0001342861591138521,1.3431301634567487,0.12811810241687777,edit,0.00013511185373463324,1.3511185373463324,0.13069345254319972,0,458,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,283140,53,1.5539664700947948e-05,0.15542772633888138,-0.8084715059862024,edit,1.563521451514315e-05,0.15635214515143148,-0.8058961558598805,0,53,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,283376,197,5.7760640492202755e-05,0.577721926203012,-0.23828114942539852,edit,5.811579734873963e-05,0.5811579734873963,-0.2357057992990765,0,197,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,272781,256,7.505951251778632e-05,0.7507452442028988,-0.1245074102751419,edit,7.552103614861596e-05,0.7552103614861596,-0.1219320601488199,0,256,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,272895,310,9.089237843950687e-05,0.9091055691519477,-0.04138568175271879,edit,9.145125471121463e-05,0.9145125471121464,-0.0388103316263968,0,310,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,272963,380,0.00011141646389358906,1.1143874718636777,0.04703622102981862,edit,0.00011210153803310181,1.121015380331018,0.04961157115614067,0,380,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,272973,254,7.447311007624111e-05,0.7448800469825636,-0.12791365896705342,edit,7.49310280537049e-05,0.749310280537049,-0.1253383088407314,0,254,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,273052,109,3.1958933064213703e-05,0.3196532485082655,-0.49532087764636784,edit,3.2155441172652887e-05,0.3215544117265289,-0.49274552752004586,0,109,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,273159,257,7.535271373855892e-05,0.7536778428130663,-0.12281425225569698,edit,7.58160401960715e-05,0.758160401960715,-0.12023890212937488,0,257,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,273272,255,7.476631129701372e-05,0.7478126455927312,-0.1262071951530363,edit,7.522603210116042e-05,0.7522603210116042,-0.12363184502671433,0,255,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,273376,155,4.544618921975344e-05,0.45455278457597387,-0.3424156774167,edit,4.572562735560732e-05,0.4572562735560732,-0.339840327290378,0,155,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,273524,174,5.101701241443289e-05,0.5102721581691577,-0.29219812730439176,edit,5.133070425726241e-05,0.513307042572624,-0.2896227771780698,0,174,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,273955,1334,0.00039113042851065215,3.9120865459635428,0.5924084539935387,edit,0.00039353539930567845,3.9353539930567845,0.5949838041198607,0,1334,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274049,123,3.6063750155030145e-05,0.3607096290506115,-0.44284226414759353,edit,3.6285497837030324e-05,0.3628549783703032,-0.44026691402127155,0,123,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274054,104,3.049292696035069e-05,0.3049902554574276,-0.5157140362882112,edit,3.068042093537523e-05,0.3068042093537523,-0.5131386861618892,0,104,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274204,219,6.421106734920001e-05,0.6422390956266986,-0.19230326074687312,edit,6.460588639276131e-05,0.6460588639276131,-0.18972791062055108,0,219,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274206,579,0.00016976350682733704,1.697974595287025,0.22993118814044475,edit,0.0001708073434767525,1.708073434767525,0.2325065382667667,0,579,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274396,177,5.1896616076750696e-05,0.5190699539996605,-0.2847741092251848,edit,5.2215716399629005e-05,0.5221571639962901,-0.28219875909886283,0,177,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274530,216,6.33314636868822e-05,0.6334412997961958,-0.1982936244360606,edit,6.372087425039471e-05,0.6372087425039471,-0.1957182743097386,0,216,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274546,694,0.00020348164721618634,2.0352234354562957,0.3086120948678634,edit,0.00020473280893413856,2.0473280893413857,0.31118744499418544,0,694,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274636,48,1.4073658597084935e-05,0.1407647332880435,-0.8515061382114043,edit,1.4160194277865493e-05,0.14160194277865493,-0.8489307880850823,0,48,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274678,235,6.890228688156166e-05,0.6891606733893798,-0.16167951331525515,edit,6.93259511520498e-05,0.693259511520498,-0.1591041631889332,0,235,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274684,287,8.4148750361737e-05,0.8416558011180935,-0.07486547885299918,edit,8.466616161973743e-05,0.8466616161973742,-0.07229012872667713,0,287,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274710,605,0.0001773867385674247,1.7742221591513818,0.2490079990654774,edit,0.0001784774487105963,1.7847744871059632,0.2515833491917995,0,605,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274730,151,4.427338433666302e-05,0.44282239013530356,-0.35377042829382205,edit,4.45456111657852e-05,0.445456111657852,-0.3511950781675,0,151,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274738,520,0.00015246463480175345,1.524951277287138,0.18325596804780767,edit,0.00015340210467687615,1.5340210467687616,0.18583131817412965,0,520,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274821,519,0.00015217143358098087,1.5220186786769707,0.1824199822614664,edit,0.00015310710062942063,1.5310710062942063,0.18499533238778837,0,519,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,274890,67,1.964448179176439e-05,0.19648410688122742,-0.706672572886165,edit,1.9765271179520582e-05,0.19765271179520583,-0.704097222759843,0,67,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,275293,414,0.00012138530539985756,1.2140958246093754,0.08425296553390749,edit,0.00012213167564658988,1.2213167564658989,0.08682831566022954,0,414,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,275297,144,4.2220975791254804e-05,0.4222941998641305,-0.37438488349174187,edit,4.2480582833596476e-05,0.42480582833596475,-0.37180953336541983,0,144,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,275304,353,0.00010350003093272879,1.0352073093891534,0.0150273298008311,edit,0.00010413642875180247,1.0413642875180247,0.01760267992715307,0,353,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,275311,232,6.802268321924386e-05,0.680362877558877,-0.16725939069609178,edit,6.844093900968322e-05,0.6844093900968322,-0.16468404056976974,0,232,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,275394,188,5.512182950524933e-05,0.5513285387115038,-0.2585895263233116,edit,5.5460760921639846e-05,0.5546076092163985,-0.2560141761969896,0,188,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,275456,166,4.867140264825206e-05,0.48681136928781715,-0.3126392875469364,edit,4.897067187761816e-05,0.48970671877618155,-0.31006393742061444,0,166,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,275540,138,4.046176846661919e-05,0.4046986082031251,-0.392868289185755,edit,4.071055854886329e-05,0.4071055854886329,-0.39029293905943296,0,138,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,275577,121,3.547734771348494e-05,0.35484443183027636,-0.4499620052705414,edit,3.5695489742119264e-05,0.35695489742119263,-0.4473866551442194,0,121,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,275851,1125,0.00032985137336917817,3.29917343643852,0.5184051468603899,edit,0.0003318795533874725,3.318795533874725,0.5209804969867119,0,1125,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,275914,130,3.811615870043836e-05,0.3812378193217845,-0.4188040232801547,edit,3.835052616921904e-05,0.3835052616921904,-0.4162286731538327,0,130,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,275979,39,1.143484761013151e-05,0.11437134579653535,-0.9416827685604923,edit,1.1505157850765713e-05,0.11505157850765713,-0.9391074184341702,0,39,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276042,259,7.593911618010413e-05,0.7595430400334016,-0.1194476115057396,edit,7.640604829098255e-05,0.7640604829098255,-0.11687226137941764,0,259,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276059,305,8.942637233564385e-05,0.8944425761011098,-0.048447536240205674,edit,8.997623447393698e-05,0.8997623447393698,-0.04587218611388365,0,305,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276076,490,0.00014366859817857537,1.4369733189821108,0.15744870444152215,edit,0.00014455198325321022,1.4455198325321021,0.16002405456784413,0,490,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276135,63,1.8471676908673977e-05,0.1847537124405571,-0.7334068261334098,edit,1.858525498969846e-05,0.1858525498969846,-0.7308314760070878,0,63,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276202,186,5.453542706370412e-05,0.5454633414911686,-0.2632344313690752,edit,5.487075282672878e-05,0.5487075282672877,-0.2606590812427532,0,186,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276304,477,0.00013985698230853155,1.3988495370499325,0.14577100345312247,edit,0.00014071693063628834,1.4071693063628834,0.14834635357944448,0,477,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276384,81,2.3749298882580827e-05,0.23754048742357342,-0.6242623567083417,edit,2.389532784389802e-05,0.2389532784389802,-0.6216870065820197,0,81,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276387,739,0.00021667570215095348,2.167190372913837,0.3358970628078343,edit,0.00021800799106963748,2.180079910696375,0.3384724129341563,0,739,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276419,1811,0.0005309874108191837,5.310936083013475,0.725171074727067,edit,0.0005342523299419668,5.342523299419668,0.7277464248533889,0,1811,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276608,284,8.326914669941919e-05,0.8328580052875908,-0.07942903553995381,edit,8.378114947737083e-05,0.8378114947737083,-0.07685368541363179,0,284,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276670,159,4.6618994102843846e-05,0.4662831790166441,-0.33135025126654005,edit,4.690564354542944e-05,0.46905643545429443,-0.328774901140218,0,159,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276863,59,1.7298872025583564e-05,0.17302331799988682,-0.7618953639448474,edit,1.7405238799876334e-05,0.17405238799876335,-0.7593200138185252,0,59,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276907,218,6.391786612842741e-05,0.639306497016531,-0.19429088198238664,edit,6.431088234530577e-05,0.6431088234530578,-0.19171553185606466,0,218,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
GE00000887-AMD_D01,GE00000887-AMD_D01,SPB00001,276994,387,0.00011346887243899729,1.1349156621348508,0.05496358943191992,edit,0.00011416656636529053,1.1416656636529052,0.057538939558241894,0,387,0,Edit,PPV322,ODD179,INSC1003,SWIIN+Air
