SampleId,SampleName,DesignLibraryId,NumberOfDesigns,TotalReadCount,MappedReadCount,FracMapped,PercentMapped,AverageDesignReadCount,LibraryCv,NumDesignsCovered,LibraryCoverage,NumDesignsObserved,LibraryObserved,FracPerfectBarcode,PercentPerfectBarcode,Match0ReadCount,Match1ReadCount,Match2ReadCount,Match3ReadCount,Match4ReadCount,Match5ReadCount,MatchOtherReadCount,Var1,Var2,Var3,Var4,Var5
GE00000599-AMD_A01,GE00000599-AMD_A01,ON00000125_SPG00006,10002,6748866,6239153,0.9244742746411027,92.44742746411026,623.7905418916217,2.758,6332,0.633,10002,1.0,0.8199409439069695,81.99409439069694,5115737,750096,133789,133257,84853,19595,1826,Edit,EXP-80153_AEC Selection,relA promoter combi,No AEC Rep1,BARCODE AMP 
